"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE"
"one",45428,235,0,760433,139,12,11,"very_unsat","little","never_thought","STAY"
"one",56269,204,8,282788,281,1,9,"very_sat","little","considering","LEAVE"
"one",118747,52,5,287751,460,5,6,"very_sat","very_high","actively_looking_into_it","STAY"
"zero",77465,173,17,227905,338,18,6,"unsat","very_little","considering","LEAVE"
"zero",130907,180,0,606578,612,18,10,"very_unsat","little","never_thought","LEAVE"
"zero",124162,131,20,470443,665,23,6,"avg","little","no","LEAVE"
"zero",127197,87,20,409271,684,5,6,"very_unsat","little","considering","LEAVE"
"zero",38171,0,7,274218,190,0,5,"very_sat","little","actively_looking_into_it","STAY"
"one",153177,59,0,477308,536,3,9,"sat","high","considering","LEAVE"
"zero",44830,0,0,478676,131,1,10,"unsat","high","no","LEAVE"
"one",34772,60,88,823283,217,4,1,"very_unsat","very_high","actively_looking_into_it","STAY"
"one",74318,74,0,438638,308,4,6,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",109781,142,9,255553,815,20,6,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",118678,40,23,162076,372,4,4,"very_unsat","very_little","perhaps","STAY"
"zero",28946,45,0,162934,139,3,4,"unsat","little","considering","LEAVE"
"zero",76553,0,15,933337,330,0,6,"unsat","very_little","considering","STAY"
"zero",31079,200,40,755462,181,20,11,"unsat","little","actively_looking_into_it","STAY"
"zero",122184,153,0,819917,842,1,8,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",21852,57,21,972589,160,3,6,"very_unsat","very_high","no","STAY"
"one",76063,74,0,543770,306,4,13,"unsat","very_little","actively_looking_into_it","LEAVE"
"one",41297,198,5,639300,158,14,5,"very_unsat","very_high","considering","STAY"
"zero",75057,0,0,327095,358,0,11,"very_unsat","very_high","no","LEAVE"
"zero",22670,75,0,433668,178,16,10,"sat","very_high","actively_looking_into_it","LEAVE"
"zero",84948,0,20,189183,368,0,4,"unsat","very_little","considering","STAY"
"one",39229,0,0,864321,222,4,11,"unsat","little","no","STAY"
"one",152592,43,6,783680,735,3,6,"avg","high","considering","STAY"
"zero",52448,0,44,479439,267,15,1,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",30062,37,15,951922,227,15,6,"avg","very_high","no","STAY"
"one",68502,208,10,287283,278,25,5,"very_unsat","little","considering","LEAVE"
"one",27561,0,19,733929,222,1,4,"very_sat","little","considering","STAY"
"one",81481,0,24,310289,373,0,6,"unsat","very_little","no","STAY"
"one",31210,0,0,879805,241,0,10,"very_unsat","avg","considering","STAY"
"one",119582,43,0,409398,890,5,6,"very_unsat","very_little","considering","LEAVE"
"zero",44595,239,17,428545,184,27,13,"very_unsat","very_little","considering","LEAVE"
"zero",118105,198,0,935841,781,23,14,"very_unsat","very_high","considering","LEAVE"
"one",91738,0,83,165828,257,0,1,"very_sat","little","never_thought","LEAVE"
"one",141634,0,0,943010,172,0,11,"very_unsat","little","no","LEAVE"
"zero",44630,0,71,231648,179,1,1,"very_sat","high","considering","STAY"
"one",78201,0,0,596137,785,0,11,"very_sat","very_little","considering","LEAVE"
"one",38091,184,73,952741,231,10,1,"unsat","high","considering","STAY"
"zero",58450,0,0,418872,266,0,15,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",28426,61,24,219083,166,4,6,"very_sat","little","considering","LEAVE"
"zero",109354,66,19,766837,846,4,6,"very_unsat","little","considering","STAY"
"one",58034,61,8,937140,333,4,5,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",110392,54,0,515338,861,5,15,"very_unsat","very_little","considering","LEAVE"
"one",91515,0,36,579683,301,5,14,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",31735,0,11,937771,155,0,4,"very_sat","very_high","no","STAY"
"one",157997,147,73,504973,661,12,1,"very_sat","little","actively_looking_into_it","LEAVE"
"one",64966,59,0,183957,274,3,12,"very_unsat","very_high","considering","LEAVE"
"one",43518,0,77,150985,181,0,10,"very_unsat","very_little","considering","STAY"
"zero",48023,0,0,235924,137,0,14,"avg","very_high","never_thought","STAY"
"zero",102857,253,7,320755,701,20,5,"very_unsat","high","considering","LEAVE"
"zero",113609,0,0,222164,800,0,15,"very_unsat","little","considering","STAY"
"zero",41425,0,19,472206,410,1,5,"very_unsat","little","considering","STAY"
"zero",32555,62,14,189634,160,4,6,"unsat","very_little","considering","LEAVE"
"zero",31994,60,78,257731,150,5,2,"very_sat","very_little","considering","LEAVE"
"zero",25044,290,0,539936,228,17,6,"very_unsat","little","actively_looking_into_it","STAY"
"one",36204,57,23,335153,163,5,4,"very_sat","little","never_thought","STAY"
"zero",135859,61,0,605912,896,0,12,"very_sat","little","no","LEAVE"
"zero",40766,50,10,780539,151,3,2,"very_unsat","little","actively_looking_into_it","STAY"
"zero",29660,0,0,406001,222,0,8,"very_unsat","very_little","considering","LEAVE"
"one",125074,0,0,267694,462,1,14,"unsat","little","actively_looking_into_it","STAY"
"zero",96682,40,66,848938,287,5,1,"unsat","little","perhaps","STAY"
"one",105052,234,21,219296,270,26,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",119232,44,0,957885,457,5,6,"avg","very_little","actively_looking_into_it","LEAVE"
"one",75707,78,24,598602,611,5,15,"very_unsat","very_high","perhaps","STAY"
"one",136795,0,0,173395,824,1,10,"very_sat","very_high","never_thought","LEAVE"
"one",68825,0,0,983421,389,0,12,"very_unsat","very_high","no","STAY"
"zero",104543,248,22,210226,705,22,2,"very_unsat","avg","no","LEAVE"
"one",121828,194,19,832367,427,27,6,"unsat","little","considering","LEAVE"
"zero",156239,0,6,443494,506,1,1,"very_sat","very_little","no","STAY"
"zero",128237,0,76,890332,280,1,1,"very_sat","very_high","actively_looking_into_it","LEAVE"
"one",40827,68,12,597798,138,5,5,"avg","high","no","STAY"
"zero",28359,38,0,152899,196,5,13,"unsat","very_high","considering","STAY"
"zero",27281,187,78,191955,169,22,1,"very_sat","very_high","never_thought","LEAVE"
"zero",81473,65,0,602063,268,5,11,"very_sat","little","considering","LEAVE"
"one",49479,181,11,917220,631,21,4,"very_unsat","very_little","considering","LEAVE"
"zero",31774,90,22,689437,214,1,5,"very_unsat","high","no","LEAVE"
"zero",52027,0,43,669561,326,0,1,"very_sat","very_high","actively_looking_into_it","STAY"
"zero",22240,0,55,443270,168,1,14,"unsat","high","never_thought","STAY"
"one",42766,62,79,269668,733,4,1,"avg","little","never_thought","LEAVE"
"one",140316,75,65,956536,499,5,1,"very_sat","high","considering","LEAVE"
"zero",24472,69,0,400323,219,3,14,"very_unsat","very_high","never_thought","STAY"
"one",40191,183,0,640754,240,12,2,"very_unsat","little","considering","STAY"
"one",133556,0,48,241773,785,0,2,"sat","high","actively_looking_into_it","LEAVE"
"zero",96781,68,16,577198,382,3,4,"sat","very_high","considering","LEAVE"
"one",32660,0,0,771727,155,1,15,"very_sat","very_high","actively_looking_into_it","STAY"
"zero",147914,0,21,763857,554,0,5,"sat","very_little","actively_looking_into_it","STAY"
"zero",154097,54,21,799566,481,4,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",25682,192,16,266698,138,18,11,"unsat","very_little","no","LEAVE"
"one",35645,193,0,153797,247,23,10,"very_unsat","avg","never_thought","LEAVE"
"zero",92987,0,70,741329,277,1,2,"avg","little","actively_looking_into_it","STAY"
"one",21781,178,0,627939,180,20,2,"very_unsat","little","no","STAY"
"zero",112570,0,0,479869,849,4,9,"unsat","little","actively_looking_into_it","LEAVE"
"one",81620,201,0,163544,319,11,10,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",32440,0,39,193532,154,1,1,"very_unsat","high","no","LEAVE"
"one",34735,218,11,555407,205,16,5,"very_unsat","avg","considering","STAY"
"one",56674,219,84,290303,276,21,1,"unsat","high","considering","LEAVE"
"one",52442,215,38,666405,398,21,1,"very_sat","little","actively_looking_into_it","STAY"
"zero",42073,60,74,597006,227,4,2,"very_unsat","little","no","STAY"
"zero",151774,0,0,465966,765,1,8,"very_unsat","little","actively_looking_into_it","STAY"
"one",85104,0,25,184407,343,1,1,"unsat","little","considering","LEAVE"
"one",65211,66,0,851683,376,5,10,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",88694,0,77,723916,309,0,1,"very_unsat","high","never_thought","STAY"
"zero",101965,48,9,476432,659,4,6,"very_unsat","little","no","LEAVE"
"zero",33293,0,31,265597,170,0,2,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",146227,198,0,258180,779,5,10,"sat","little","actively_looking_into_it","LEAVE"
"zero",59086,64,0,790462,268,4,13,"very_unsat","very_little","never_thought","STAY"
"zero",52474,0,0,289095,280,1,13,"very_unsat","very_high","considering","LEAVE"
"one",71240,0,73,498590,394,1,1,"unsat","very_little","no","LEAVE"
"zero",36332,62,82,518500,194,0,2,"very_sat","very_high","no","LEAVE"
"one",60017,208,0,348833,394,21,8,"very_unsat","high","actively_looking_into_it","STAY"
"one",35964,0,66,383013,202,0,2,"avg","very_little","no","LEAVE"
"one",156866,42,0,818402,811,3,14,"very_sat","avg","considering","STAY"
"one",27363,228,11,427892,329,15,5,"very_sat","high","actively_looking_into_it","LEAVE"
"zero",100008,44,8,577863,757,4,6,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",27247,0,9,617445,172,1,6,"very_unsat","little","no","STAY"
"one",24126,0,87,964478,182,0,11,"very_unsat","little","considering","LEAVE"
"one",42238,62,15,285937,231,3,6,"sat","avg","no","LEAVE"
"one",32260,0,12,376631,352,0,4,"very_sat","very_high","actively_looking_into_it","LEAVE"
"one",136239,74,32,882354,710,3,1,"unsat","very_high","considering","LEAVE"
"zero",149204,189,37,721458,145,21,1,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"one",44952,0,0,572146,334,1,10,"very_sat","little","considering","LEAVE"
"zero",23356,52,17,281388,245,3,1,"unsat","very_little","no","STAY"
"one",150969,76,16,908048,523,4,5,"avg","very_little","actively_looking_into_it","LEAVE"
"one",66446,44,0,905004,272,3,11,"unsat","little","considering","STAY"
"one",32467,0,56,691681,242,0,2,"unsat","very_high","never_thought","STAY"
"zero",40571,159,21,167474,145,13,5,"very_sat","little","actively_looking_into_it","LEAVE"
"one",47498,73,21,167209,217,4,4,"unsat","little","actively_looking_into_it","STAY"
"one",132847,0,22,857719,830,1,5,"very_unsat","little","considering","STAY"
"zero",94281,0,0,904787,301,1,15,"very_unsat","little","no","STAY"
"one",35802,211,16,317611,219,5,4,"very_sat","little","actively_looking_into_it","STAY"
"one",22877,54,0,235649,148,3,11,"very_sat","little","considering","LEAVE"
"one",26858,86,0,413405,200,3,10,"very_unsat","little","considering","LEAVE"
"zero",120961,250,7,946014,540,20,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",125312,62,0,223623,639,4,12,"very_unsat","very_high","considering","STAY"
"zero",60928,209,0,257739,303,20,10,"very_unsat","very_high","considering","STAY"
"one",53350,54,31,282556,363,4,2,"very_sat","little","no","STAY"
"one",87372,180,17,385210,341,14,6,"unsat","little","actively_looking_into_it","LEAVE"
"one",157317,62,49,968108,565,5,6,"very_unsat","very_high","considering","LEAVE"
"zero",86184,47,7,270305,331,5,11,"unsat","little","no","STAY"
"zero",122650,217,45,553315,471,1,2,"avg","very_little","considering","LEAVE"
"one",39596,182,8,343223,183,10,5,"very_sat","little","considering","LEAVE"
"one",124164,33,15,529346,432,3,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"one",134395,162,0,944991,894,24,11,"very_unsat","very_little","no","LEAVE"
"one",41259,58,0,396597,147,4,14,"unsat","very_little","actively_looking_into_it","STAY"
"one",89526,0,0,182264,282,0,10,"sat","little","no","LEAVE"
"zero",33226,0,0,159390,222,0,11,"very_sat","little","actively_looking_into_it","STAY"
"one",61392,64,0,559351,223,5,1,"very_unsat","little","considering","STAY"
"one",122774,78,0,177649,754,3,9,"very_sat","little","never_thought","STAY"
"zero",36924,191,21,157600,179,1,4,"very_unsat","little","considering","STAY"
"one",69275,0,20,418643,316,0,5,"very_unsat","high","considering","STAY"
"zero",49663,221,0,598536,236,12,15,"very_unsat","very_little","considering","LEAVE"
"zero",78298,56,0,330230,280,4,8,"very_unsat","little","no","STAY"
"zero",116525,0,0,535938,528,1,9,"very_sat","very_little","considering","STAY"
"one",48752,249,44,895708,193,3,15,"very_sat","very_high","actively_looking_into_it","STAY"
"one",123599,42,0,970641,468,3,8,"very_sat","very_high","considering","STAY"
"one",87443,184,65,182530,354,28,2,"avg","high","considering","LEAVE"
"zero",132241,230,39,708927,672,27,1,"sat","little","considering","STAY"
"zero",107493,0,0,411616,867,1,13,"very_unsat","little","actively_looking_into_it","STAY"
"one",50497,141,68,419747,286,19,2,"unsat","very_high","considering","LEAVE"
"zero",151155,206,86,897276,207,1,1,"avg","little","actively_looking_into_it","STAY"
"one",145109,49,21,758562,181,4,4,"avg","high","actively_looking_into_it","STAY"
"one",31958,206,63,985892,153,21,6,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",63840,65,61,517180,334,5,4,"sat","very_little","no","LEAVE"
"one",117224,236,6,282550,608,26,4,"very_sat","very_little","considering","LEAVE"
"one",126990,148,0,625543,327,27,13,"very_sat","high","considering","LEAVE"
"one",21064,0,27,486441,195,0,1,"very_unsat","very_high","actively_looking_into_it","STAY"
"one",152972,57,0,296980,230,4,10,"very_unsat","very_high","considering","LEAVE"
"zero",74259,44,43,970468,325,3,1,"very_unsat","very_little","never_thought","LEAVE"
"zero",55842,0,13,501475,379,0,6,"very_unsat","very_high","actively_looking_into_it","STAY"
"one",151582,262,23,324636,595,12,10,"unsat","very_little","no","STAY"
"zero",24746,0,19,713941,203,18,6,"unsat","little","no","STAY"
"one",41294,0,61,248480,138,1,2,"sat","very_little","considering","LEAVE"
"zero",118857,63,23,517202,550,4,6,"very_unsat","high","no","LEAVE"
"zero",69428,239,82,155417,391,0,2,"very_unsat","high","never_thought","STAY"
"one",23395,64,69,172696,234,1,1,"very_unsat","little","no","LEAVE"
"zero",49650,54,72,803516,165,28,1,"unsat","high","actively_looking_into_it","STAY"
"zero",121133,72,27,688659,628,5,1,"very_sat","very_little","considering","LEAVE"
"zero",29380,0,0,277148,195,4,14,"very_unsat","high","considering","LEAVE"
"one",42648,0,27,229559,248,1,6,"sat","little","actively_looking_into_it","STAY"
"zero",52279,0,52,372489,256,1,2,"unsat","little","actively_looking_into_it","LEAVE"
"zero",36789,189,9,710291,144,13,6,"very_unsat","very_high","considering","LEAVE"
"zero",142818,86,75,325585,601,5,13,"very_unsat","little","considering","LEAVE"
"zero",25455,182,0,440125,222,29,9,"unsat","little","considering","LEAVE"
"one",158948,227,22,290648,661,19,4,"very_sat","very_high","considering","LEAVE"
"zero",36575,200,15,733207,162,20,5,"avg","very_high","considering","STAY"
"zero",119505,165,0,165170,813,19,15,"very_sat","little","no","LEAVE"
"one",57681,0,27,282160,390,0,1,"avg","very_high","considering","STAY"
"one",31858,151,0,705683,226,20,9,"very_sat","very_little","actively_looking_into_it","STAY"
"zero",122249,0,0,385307,368,1,14,"avg","little","considering","STAY"
"zero",141710,49,0,284416,202,3,9,"unsat","little","actively_looking_into_it","LEAVE"
"zero",50213,86,0,254085,256,5,9,"very_sat","avg","considering","STAY"
"one",126346,184,0,196904,843,18,14,"very_unsat","little","no","LEAVE"
"one",87666,68,0,254359,279,17,9,"very_unsat","little","considering","STAY"
"zero",112046,0,41,775145,452,1,2,"very_sat","little","considering","LEAVE"
"one",102784,0,53,543117,472,1,1,"unsat","very_little","perhaps","LEAVE"
"zero",139178,0,0,860221,491,0,9,"very_unsat","very_little","considering","STAY"
"zero",125974,61,0,248995,859,5,15,"unsat","high","considering","STAY"
"zero",29167,0,13,956884,203,0,4,"unsat","very_high","never_thought","STAY"
"zero",24607,0,0,553207,188,0,13,"very_sat","little","considering","LEAVE"
"one",107463,49,10,326908,472,3,5,"very_sat","very_high","never_thought","STAY"
"one",36402,0,6,226817,185,1,4,"very_sat","very_little","no","STAY"
"zero",135073,45,20,327935,759,1,4,"unsat","little","actively_looking_into_it","STAY"
"one",103119,67,19,320435,887,5,5,"unsat","very_high","no","LEAVE"
"one",130594,0,70,648209,561,1,4,"very_sat","very_high","considering","STAY"
"one",103506,78,22,258527,631,1,4,"very_unsat","little","no","STAY"
"zero",105631,0,0,407125,542,1,8,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",31102,233,78,372826,208,21,2,"very_sat","avg","considering","LEAVE"
"one",151799,76,5,717622,279,26,6,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",34606,182,23,192556,187,21,6,"very_unsat","very_high","considering","LEAVE"
"zero",49378,218,65,389665,144,13,2,"very_unsat","very_high","no","LEAVE"
"zero",81111,0,26,283595,253,0,1,"avg","little","actively_looking_into_it","LEAVE"
"zero",21970,0,10,268578,202,1,4,"sat","little","considering","STAY"
"zero",122569,18,6,377893,490,3,5,"very_unsat","little","no","LEAVE"
"zero",108337,0,52,528945,871,4,1,"very_unsat","very_high","considering","LEAVE"
"zero",83017,0,30,241329,261,1,1,"avg","very_high","actively_looking_into_it","LEAVE"
"zero",46284,57,0,323411,219,4,15,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",150309,225,0,165357,491,27,13,"very_unsat","very_high","never_thought","LEAVE"
"zero",49761,81,6,190835,325,3,4,"sat","little","considering","LEAVE"
"zero",146980,216,0,497293,557,15,13,"very_unsat","little","no","LEAVE"
"zero",121259,68,18,513933,819,4,4,"very_unsat","little","considering","LEAVE"
"one",108763,54,23,719462,767,5,4,"very_unsat","very_high","considering","LEAVE"
"one",106255,0,82,424548,789,1,1,"very_sat","high","actively_looking_into_it","LEAVE"
"one",48066,73,12,825492,172,13,4,"very_unsat","little","considering","STAY"
"zero",159938,59,61,363388,870,5,1,"avg","little","considering","LEAVE"
"zero",96614,55,9,989687,206,14,4,"avg","very_little","actively_looking_into_it","LEAVE"
"one",124454,156,18,479042,888,15,6,"very_unsat","very_little","considering","LEAVE"
"zero",97893,212,0,275692,315,0,10,"very_unsat","very_little","considering","LEAVE"
"zero",113716,55,0,210936,626,4,15,"avg","little","never_thought","STAY"
"zero",149444,0,0,191950,485,1,15,"unsat","very_little","actively_looking_into_it","STAY"
"zero",154581,0,13,283989,676,1,6,"avg","very_little","never_thought","STAY"
"zero",116232,181,12,206205,411,29,5,"unsat","very_little","no","STAY"
"one",129269,0,0,222737,649,1,9,"unsat","little","considering","LEAVE"
"zero",144751,211,10,774855,408,17,5,"avg","very_high","considering","LEAVE"
"one",154722,217,14,240075,424,29,4,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",45076,188,81,779841,226,5,1,"sat","very_little","actively_looking_into_it","STAY"
"one",45732,0,0,201817,226,0,13,"very_unsat","very_high","considering","STAY"
"one",22578,0,16,215378,163,1,4,"very_sat","high","considering","STAY"
"one",29493,62,15,827007,798,3,6,"very_unsat","little","actively_looking_into_it","STAY"
"one",78851,0,0,230909,254,0,2,"very_unsat","high","never_thought","STAY"
"zero",47744,0,0,509238,165,3,11,"unsat","very_little","never_thought","STAY"
"zero",39689,0,0,600753,466,1,14,"very_unsat","very_little","no","STAY"
"zero",92304,169,33,931095,356,24,2,"very_unsat","little","considering","STAY"
"one",91536,0,61,260018,312,5,15,"very_sat","very_little","considering","STAY"
"one",68113,212,85,222910,314,18,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",143599,245,17,601400,887,26,5,"unsat","little","considering","LEAVE"
"zero",117761,41,9,541055,851,3,5,"very_sat","very_high","never_thought","LEAVE"
"one",75936,186,0,875136,832,24,8,"very_unsat","very_little","considering","STAY"
"zero",63662,222,75,200052,356,22,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",145081,65,0,972512,251,1,11,"very_sat","little","actively_looking_into_it","STAY"
"one",44822,59,12,265067,160,3,5,"very_sat","very_little","actively_looking_into_it","STAY"
"one",41429,181,0,236954,231,19,9,"very_unsat","little","actively_looking_into_it","STAY"
"zero",125469,198,6,577674,449,24,4,"very_unsat","very_high","considering","LEAVE"
"one",72499,185,7,967929,285,10,5,"very_unsat","very_little","no","LEAVE"
"zero",72372,238,14,190216,367,11,5,"unsat","little","never_thought","LEAVE"
"zero",70465,19,72,506311,360,5,2,"very_sat","very_little","actively_looking_into_it","STAY"
"zero",152321,189,55,313199,847,23,2,"very_unsat","little","considering","LEAVE"
"zero",64003,62,29,888432,277,5,4,"very_unsat","little","no","STAY"
"zero",126126,191,22,540168,498,19,6,"very_unsat","little","considering","LEAVE"
"one",26360,0,0,738849,163,0,12,"very_sat","little","considering","STAY"
"one",45264,41,17,605063,227,1,5,"unsat","little","no","LEAVE"
"one",37570,0,0,769104,248,1,15,"very_unsat","very_high","perhaps","STAY"
"zero",26712,29,68,222577,241,3,1,"very_sat","very_little","actively_looking_into_it","LEAVE"
"one",92642,0,0,278806,323,0,10,"avg","very_high","no","STAY"
"zero",58793,89,17,528574,275,5,6,"unsat","high","no","LEAVE"
"zero",116559,0,19,458241,467,1,4,"unsat","very_high","considering","STAY"
"one",136713,189,6,200446,668,15,5,"unsat","very_little","never_thought","LEAVE"
"zero",87663,69,11,683329,393,3,5,"very_unsat","high","never_thought","STAY"
"zero",20981,63,72,189501,270,5,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"one",156796,40,22,832457,883,4,4,"unsat","little","perhaps","LEAVE"
"one",155285,0,17,509756,875,0,4,"unsat","very_high","considering","STAY"
"zero",36167,0,40,940806,174,0,2,"very_unsat","little","never_thought","STAY"
"one",71894,221,0,592443,252,5,11,"very_unsat","avg","considering","LEAVE"
"one",29815,72,0,407703,869,4,8,"very_sat","little","considering","LEAVE"
"zero",102926,0,9,197486,504,0,4,"very_unsat","little","no","STAY"
"one",104692,49,56,324712,889,5,2,"very_unsat","little","perhaps","LEAVE"
"one",118884,0,70,273156,652,1,2,"avg","avg","considering","LEAVE"
"one",35952,0,24,572620,218,3,4,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",115061,0,60,681334,514,0,2,"sat","little","perhaps","LEAVE"
"one",39363,0,23,704168,217,1,4,"very_unsat","little","no","STAY"
"one",91400,191,14,416756,384,4,6,"very_sat","very_little","no","STAY"
"one",126517,211,60,738872,525,24,15,"very_sat","little","considering","LEAVE"
"one",145655,0,0,360058,829,0,12,"avg","high","considering","STAY"
"one",157272,0,42,350539,777,1,2,"very_unsat","very_high","considering","STAY"
"one",135751,47,0,635803,749,5,14,"very_unsat","little","actively_looking_into_it","STAY"
"zero",137838,252,70,629618,428,17,9,"very_unsat","little","considering","STAY"
"one",70188,0,22,222185,351,1,6,"unsat","very_high","considering","STAY"
"one",101137,60,79,268270,685,4,2,"very_unsat","very_high","considering","LEAVE"
"zero",157427,0,10,177180,537,0,6,"very_unsat","little","considering","STAY"
"zero",112180,66,73,181566,819,28,1,"very_unsat","very_high","considering","LEAVE"
"one",112843,0,36,847042,720,0,1,"unsat","high","no","LEAVE"
"zero",67276,0,86,269999,271,0,1,"avg","little","never_thought","LEAVE"
"zero",139327,184,0,763693,841,29,15,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",42589,240,0,261027,197,11,13,"very_unsat","very_little","considering","LEAVE"
"zero",85360,36,0,560558,361,4,10,"unsat","very_high","no","STAY"
"zero",54223,0,52,156977,287,0,2,"very_unsat","very_little","considering","LEAVE"
"one",159651,0,65,269269,427,4,2,"unsat","very_little","actively_looking_into_it","LEAVE"
"one",100196,227,0,541122,757,15,11,"avg","little","no","LEAVE"
"zero",20090,56,51,211603,202,5,2,"very_unsat","very_high","never_thought","LEAVE"
"one",136365,63,37,176929,409,0,1,"very_unsat","very_high","considering","LEAVE"
"one",68408,0,0,442316,283,0,9,"very_unsat","little","no","LEAVE"
"one",64360,48,19,973489,357,5,5,"very_unsat","little","considering","STAY"
"zero",37898,0,8,554165,172,0,5,"avg","little","actively_looking_into_it","STAY"
"zero",112907,49,6,841878,572,3,6,"very_unsat","little","never_thought","STAY"
"one",24978,0,0,244733,239,1,9,"sat","very_high","never_thought","LEAVE"
"one",84524,0,9,825572,376,5,6,"very_unsat","avg","actively_looking_into_it","STAY"
"zero",76223,70,43,892077,390,27,5,"very_unsat","high","never_thought","STAY"
"one",25208,57,58,232971,163,5,14,"very_unsat","very_little","perhaps","STAY"
"one",107258,186,20,510723,805,18,5,"sat","little","never_thought","LEAVE"
"zero",48884,214,24,156531,212,21,5,"very_unsat","very_high","considering","LEAVE"
"zero",87946,165,6,393669,367,20,4,"very_unsat","very_little","considering","LEAVE"
"one",157197,194,0,753697,552,24,12,"very_unsat","little","actively_looking_into_it","STAY"
"zero",35923,52,0,260407,211,4,15,"very_sat","very_high","no","STAY"
"zero",61501,30,42,454283,358,5,2,"very_sat","little","perhaps","LEAVE"
"one",116515,208,19,815575,709,4,6,"very_sat","very_high","no","STAY"
"one",116257,0,0,225129,827,0,9,"very_sat","little","never_thought","STAY"
"one",156544,0,22,932688,414,0,6,"avg","high","never_thought","STAY"
"zero",83098,0,0,912180,284,0,14,"avg","very_high","actively_looking_into_it","STAY"
"one",83189,179,13,791403,275,26,4,"avg","very_little","never_thought","STAY"
"zero",23603,235,85,284280,208,21,1,"very_unsat","high","considering","LEAVE"
"one",145921,83,19,206669,648,3,5,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",32852,71,14,996746,213,5,5,"very_sat","little","considering","LEAVE"
"one",96518,123,54,941512,213,20,2,"very_unsat","very_high","considering","STAY"
"zero",27415,58,78,524378,167,23,1,"unsat","little","no","LEAVE"
"one",73792,0,6,545240,392,5,6,"sat","avg","considering","STAY"
"one",93503,231,17,179109,273,28,4,"unsat","very_high","considering","LEAVE"
"one",132007,206,14,476900,707,10,4,"very_unsat","little","never_thought","LEAVE"
"zero",108541,176,66,711173,848,29,1,"unsat","very_little","considering","LEAVE"
"one",50509,202,0,293524,339,16,8,"unsat","very_high","no","LEAVE"
"one",55384,45,79,609554,339,4,10,"very_sat","very_high","considering","STAY"
"zero",48457,212,66,652682,178,23,2,"very_unsat","little","actively_looking_into_it","STAY"
"one",60695,0,0,485052,381,1,2,"very_unsat","high","actively_looking_into_it","STAY"
"one",23529,0,10,544448,202,14,6,"unsat","very_high","considering","STAY"
"one",142555,255,15,163257,625,5,4,"very_sat","little","no","LEAVE"
"zero",111435,0,71,428106,621,0,2,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",127270,182,33,836294,808,18,1,"very_unsat","avg","no","LEAVE"
"one",36723,185,51,860191,180,28,4,"very_sat","high","considering","LEAVE"
"zero",22303,0,67,477464,227,1,1,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",35146,63,21,874969,222,5,4,"very_unsat","very_high","no","STAY"
"one",118002,54,0,692355,691,1,10,"very_unsat","very_little","considering","STAY"
"one",59084,0,69,302075,260,1,2,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",68547,0,22,793615,332,1,5,"very_unsat","little","actively_looking_into_it","STAY"
"zero",26166,173,58,751912,191,17,1,"unsat","little","considering","STAY"
"zero",26671,0,17,713963,187,1,4,"very_unsat","little","actively_looking_into_it","STAY"
"one",127254,248,18,207839,861,23,4,"very_sat","very_high","considering","STAY"
"one",57263,0,5,993155,346,1,4,"unsat","little","actively_looking_into_it","STAY"
"one",157864,78,0,504779,864,5,14,"unsat","little","no","LEAVE"
"zero",142102,0,25,183397,829,0,1,"very_unsat","little","no","LEAVE"
"zero",35214,0,11,533681,214,1,5,"sat","very_little","no","STAY"
"zero",88867,65,6,251700,265,3,5,"very_unsat","little","never_thought","LEAVE"
